node1	interaction	node2	connections
24592	0	94327	7
17558	0	35623	14
10423	0	21546	4
17521	0	80819	2
15899	0	47648	13
112000	0	58129	6
38648	0	7663	8
124087	0	56689	2
23268	0	54072	4
36323	0	65750	6
20247	0	57783	4
70846	0	85219	6
11361	0	25908	7
58370	0	8483	2
68310	0	73345	4
112006	0	51865	2
30426	0	3363	15
1050	0	10701	13
30699	0	35807	15
79555	0	98172	3
81595	0	89791	4
2042	0	6090	7
33848	0	62355	2
18290	0	19148	8
1443	0	34786	4
103077	0	106130	2
55174	0	81810	18
23867	0	9660	17
27820	0	33147	2
72148	0	80061	3
24679	0	68389	3
114872	0	68379	5
16840	0	65396	83
13106	0	2319	3
108541	0	81078	3
27582	0	9033	18
1455	0	37779	2
59214	0	9742	5
51869	0	69123	6
12319	0	96353	2
121156	0	97695	2
27921	0	3461	8
35204	0	47830	8
5935	0	9386	9
1544	0	17976	2
18474	0	22462	9
44827	0	67109	4
10591	0	13506	2
5758	0	85053	9
22272	0	79340	4
43455	0	63443	4
11218	0	55325	6
105856	0	60810	5
27	0	3087	47
5117	0	72907	3
113089	0	65850	4
11786	0	87399	2
13862	0	4949	22
116910	0	69640	2
118720	0	89457	2
52300	0	70921	2
59115	0	72006	6
68901	0	98742	3
33819	0	94284	4
28505	0	51043	6
12171	0	54611	2
54948	0	98024	6
63525	0	90463	4
18010	0	53431	9
50475	0	5898	7
20350	0	24554	4
11228	0	44650	28
25694	0	8071	7
167	0	559	7
105425	0	63629	2
5595	0	63614	4
39754	0	79745	2
105157	0	125472	4
64824	0	98649	2
31944	0	39451	19
16129	0	7872	6
2529	0	39106	13
50931	0	59257	3
1038	0	6538	5
435	0	436	3
110753	0	68711	2
27265	0	9755	6
15451	0	55023	3
23614	0	39347	4
103415	0	22946	2
115473	0	62677	2
35617	0	89519	3
100094	0	13036	8
31748	0	71066	2
78193	0	96810	3
15709	0	69767	5
102677	0	14469	3
39582	0	64769	2
34281	0	92379	3
118288	0	28578	7
1111	0	772	10
19722	0	56620	4
42289	0	75078	2
115692	0	77175	3
14694	0	4154	5
111936	0	35638	2
10324	0	93624	3
16334	0	61787	2
110817	0	111864	3
34576	0	7663	17
75919	0	84607	2
25905	0	26485	29
34459	0	492	26
22549	0	32703	2
22595	0	23064	2
46925	0	80993	3
11027	0	30692	2
42882	0	48566	3
13483	0	33041	2
47887	0	54122	7
27255	0	94583	2
4845	0	5116	23
29361	0	5522	3
19745	0	2107	14
110	0	345	468
22155	0	5462	2
55738	0	66988	7
31791	0	85175	3
118670	0	83781	2
14756	0	74574	12
60249	0	75990	3
104041	0	86208	2
27841	0	32001	9
1198	0	5268	88
23451	0	87777	2
3353	0	62344	12
504	0	7059	133
3575	0	6183	10
32425	0	53651	9
105503	0	111386	2
34984	0	58352	3
7124	0	7445	10
59915	0	97478	4
17909	0	44025	15
120182	0	120873	3
131028	0	41261	6
29396	0	37182	6
11866	0	458	2
72986	0	83634	2
129083	0	71544	3
123102	0	20996	9
43935	0	50824	18
100102	0	17545	12
15263	0	42461	5
36825	0	5647	15
2505	0	29127	2
12731	0	2056	8
204	0	3474	117
28862	0	59921	3
25102	0	25738	3
47718	0	96006	4
16984	0	30436	12
101402	0	93096	7
22246	0	37629	28
126811	0	80744	2
17205	0	34537	8
21836	0	67678	4
126161	0	129507	3
104035	0	104036	2
133422	0	48103	3
26426	0	50276	2
105963	0	96294	6
40167	0	45806	25
1319	0	16597	9
6730	0	91161	4
18595	0	25452	6
46680	0	517	3
109978	0	132024	2
24027	0	3381	2
1136	0	13405	3
45621	0	59427	2
24338	0	2884	2
28533	0	31970	2
29077	0	39926	4
49945	0	8150	23
124600	0	29764	4
56740	0	69665	5
76036	0	83331	5
12445	0	2580	9
35518	0	55385	3
113185	0	99853	2
15354	0	69152	2
128382	0	59591	3
25524	0	26002	16
1847	0	55397	3
122402	0	31791	2
6059	0	93715	2
17062	0	26362	38
10653	0	17999	3
24088	0	43659	4
14332	0	45030	3
63906	0	66036	4
109428	0	97575	4
14460	0	16938	7
21106	0	51492	6
58483	0	60999	14
100615	0	79405	4
6757	0	88581	5
37242	0	37243	13
18399	0	27749	16
104658	0	53681	2
101985	0	119460	2
16191	0	28145	3
128115	0	94650	3
11463	0	1355	36
27921	0	36909	3
13607	0	83077	7
113387	0	92650	4
28787	0	71762	2
1802	0	37555	13
17388	0	92294	10
122059	0	53636	3
1793	0	96757	3
131324	0	26683	5
105022	0	82066	3
11291	0	18782	3
50519	0	60635	2
55410	0	783	4
109832	0	99018	3
30425	0	33463	14
122589	0	69598	3
129888	0	7170	3
1499	0	61592	9
27463	0	8788	11
31442	0	66711	5
75204	0	89720	2
15869	0	44691	2
47619	0	47776	3
48233	0	48234	2
22407	0	9224	34
109206	0	112792	4
17228	0	17703	35
10076	0	59065	4
41119	0	75566	4
20629	0	70049	17
21462	0	27468	30
10275	0	4186	4
27734	0	88560	4
40410	0	44462	3
8000	0	81427	11
132130	0	87427	2
14867	0	98508	3
70	0	96464	3
102586	0	70723	3
269	0	65708	9
112864	0	92593	2
13990	0	9416	12
4234	0	47531	6
122772	0	87834	2
21751	0	28419	26
49571	0	84643	2
105257	0	7104	2
14388	0	42152	14
12003	0	26770	2
30949	0	56671	2
44466	0	9836	8
125134	0	131128	2
108032	0	90057	2
119078	0	20941	6
3295	0	66119	15
18176	0	53621	3
1664	0	20192	80
26965	0	32225	52
11246	0	4368	11
29292	0	9779	4
40500	0	46801	3
69564	0	72125	7
34813	0	35521	3
1201	0	3854	444
19470	0	25378	8
125405	0	46561	6
48507	0	5878	2
1789	0	27150	8
32121	0	46613	6
2766	0	86593	3
13760	0	53263	3
179	0	4288	11
22031	0	6987	13
41209	0	7818	24
14364	0	34733	2
53110	0	67139	32
126112	0	83294	3
20680	0	37753	7
13530	0	3110	53
53355	0	6036	6
65733	0	97651	4
40020	0	42685	4
103142	0	99987	2
115242	0	34106	2
14570	0	30397	2
18195	0	51168	27
5206	0	85955	6
30133	0	32043	29
1120	0	33719	42
430	0	49	54
17	0	540	58
1379	0	17389	46
47964	0	73822	4
76933	0	82520	4
61223	0	6201	4
12076	0	77871	3
35285	0	41865	6
10263	0	42097	3
3894	0	9319	2
102375	0	30590	4
65473	0	84576	4
65678	0	71420	2
16091	0	18782	5
33594	0	57825	40
51644	0	59504	2
104448	0	23951	4
45738	0	70406	4
11587	0	52326	6
117484	0	76794	3
106236	0	12204	2
105938	0	74632	4
104112	0	7751	2
14277	0	8685	3
12528	0	4508	82
6744	0	8260	5
21416	0	32693	3
59787	0	73188	2
2404	0	7200	6
13638	0	8487	3
12164	0	18107	2
31995	0	59795	10
32921	0	65492	3
18537	0	20667	19
66568	0	92950	8
42028	0	49064	11
25871	0	26084	2
125402	0	71563	3
31607	0	4231	44
131993	0	29755	3
31772	0	64391	3
42337	0	89188	2
16900	0	47497	9
24252	0	9922	56
15789	0	95717	2
28334	0	33454	5
6272	0	633	6
11663	0	24530	2
50600	0	78692	3
116985	0	123327	2
51847	0	5647	5
49831	0	49832	5
17335	0	61168	3
44778	0	74051	5
12760	0	58371	4
131489	0	75275	3
25079	0	30522	3
2980	0	38089	8
16066	0	25208	2
21065	0	36902	2
54682	0	90505	2
20064	0	2607	11
37721	0	5611	26
106339	0	1332	6
18828	0	3488	5
38904	0	84978	7
109187	0	126793	3
32545	0	70958	2
39561	0	44537	3
22683	0	61195	25
119100	0	24099	2
27802	0	61120	4
22057	0	48955	4
15531	0	37916	44
53075	0	7312	12
116906	0	12494	2
26144	0	696	12
32578	0	77316	2
47115	0	91642	7
116709	0	19874	3
38932	0	74315	8
37703	0	80963	2
36131	0	65326	3
12035	0	3807	11
20792	0	41982	3
17603	0	4207	2
67369	0	99102	2
120965	0	61535	3
36586	0	51220	7
68408	0	68409	6
71913	0	83188	2
29943	0	72662	2
38096	0	786	17
3470	0	7211	13
32800	0	40941	3
31414	0	778	10
15952	0	41699	6
10257	0	36444	6
60683	0	84358	4
20581	0	51237	5
69498	0	75246	4
3195	0	5744	6
101805	0	102726	4
5358	0	71554	4
12154	0	5334	30
19310	0	42168	3
125854	0	48377	3
105819	0	83460	2
110362	0	55243	2
103708	0	107933	4
102019	0	44316	20
11827	0	61001	2
71453	0	72809	12
18624	0	2880	5
117414	0	53481	2
23127	0	4388	15
29120	0	93362	3
19461	0	2551	90
47327	0	47337	3
22083	0	29622	2
122830	0	59881	3
16407	0	45234	3
42350	0	45996	11
118305	0	95902	2
106887	0	21088	5
112001	0	50671	2
33702	0	86454	8
91144	0	98668	4
10346	0	72898	42
4306	0	50033	5
132262	0	39430	3
31693	0	9757	2
42203	0	62415	2
100269	0	95441	2
40641	0	62243	2
16442	0	70021	4
116307	0	99667	2
17522	0	69221	4
106628	0	11899	2
41587	0	62107	6
28515	0	4411	17
10449	0	4413	6
25476	0	87866	21
17362	0	38582	4
106064	0	18516	2
21365	0	27939	17
44657	0	77629	2
34336	0	93147	2
24523	0	40340	3
38908	0	49704	2
33349	0	82907	3
77423	0	83652	2
18632	0	29316	3
64054	0	99764	5
1198	0	207	10
103857	0	12036	2
64380	0	64384	2
15353	0	64840	6
2477	0	46570	7
46305	0	9970	3
106621	0	81956	5
29663	0	53764	4
101997	0	17919	5
109302	0	61183	3
10623	0	22848	21
40996	0	5935	2
14381	0	1921	32
18577	0	2196	6
48771	0	4902	5
20869	0	3127	3
2857	0	6396	20
28305	0	29977	14
125920	0	31880	2
57777	0	7912	36
115321	0	21654	2
126524	0	62802	3
52313	0	61954	2
1765	0	23549	161
3108	0	48763	102
22790	0	70630	7
71226	0	78791	2
125669	0	93457	2
65348	0	74335	13
122677	0	128022	3
107478	0	119799	3
14317	0	67111	5
59201	0	66017	8
124535	0	61381	3
122363	0	96634	2
128497	0	29290	2
27058	0	5556	48
2048	0	56757	2
24649	0	45440	4
33550	0	92057	3
23539	0	5147	2
24886	0	24887	16
12547	0	59957	3
14182	0	62935	4
45744	0	67020	2
105906	0	96538	2
110480	0	89461	2
16254	0	3483	58
50954	0	70735	6
3100	0	89488	2
43090	0	7574	10
27197	0	56806	2
78465	0	84625	5
26677	0	72807	2
3724	0	58760	3
24800	0	87118	6
42877	0	47604	7
75171	0	95270	2
3073	0	3575	13
56408	0	77513	2
18761	0	53150	11
20984	0	26351	3
24734	0	71756	15
2979	0	8150	28
783	0	7891	9
118944	0	98610	2
10399	0	46452	10
113667	0	73140	2
33487	0	73234	5
109661	0	4665	3
15106	0	23181	2
18382	0	20822	2
873	0	874	10
20959	0	64243	2
67236	0	72319	6
90795	0	92636	2
121335	0	58720	3
52670	0	62975	3
35387	0	9252	6
110715	0	42770	3
36962	0	60789	35
11368	0	57345	15
14274	0	42821	2
117232	0	58688	3
2504	0	43466	10
122512	0	76870	5
16551	0	65132	2
124232	0	82019	3
10942	0	6851	19
59970	0	97104	5
72269	0	78606	6
13259	0	19773	5
3103	0	3104	5
116796	0	66837	2
41183	0	8903	2
21715	0	27140	2
59632	0	78161	5
13171	0	21822	9
10244	0	3571	22
18471	0	33857	14
22105	0	50800	3
39811	0	56874	2
132719	0	39475	3
31926	0	53283	3
58422	0	76246	3
112170	0	119814	2
46832	0	57184	8
112498	0	50320	3
26230	0	81553	3
108424	0	50178	3
33260	0	35665	9
103498	0	37354	3
33013	0	46118	4
20342	0	35096	7
17659	0	17660	14
103171	0	55501	2
131849	0	79056	2
33808	0	80811	3
84542	0	9309	25
131649	0	91705	2
24818	0	74627	2
19299	0	56240	2
101980	0	63084	3
24764	0	4114	2
18207	0	3348	36
123980	0	92120	2
124568	0	42910	4
68513	0	72976	2
108191	0	50369	2
21501	0	84456	13
18013	0	47888	3
41754	0	84548	3
666	0	740	598
112685	0	132150	3
11970	0	120170	2
106428	0	85599	5
105262	0	63307	5
130862	0	47575	2
114160	0	22725	2
103867	0	29438	3
119920	0	34331	6
72531	0	98435	2
17517	0	665	4
11045	0	39178	2
37943	0	48524	3
13589	0	14153	12
4276	0	66091	3
14114	0	27878	18
14501	0	35160	6
66160	0	9013	2
22297	0	24587	4
125957	0	17707	4
19564	0	45362	10
17406	0	7065	51
114943	0	32125	11
102473	0	102474	2
40466	0	85087	3
19850	0	24953	3
20077	0	8006	65
10342	0	12591	87
1630	0	837	100
73334	0	78352	11
53766	0	57515	6
66563	0	91539	6
48045	0	86296	3
112173	0	23902	3
16603	0	5604	30
1904	0	37309	7
15179	0	48203	4
112027	0	2834	20
34474	0	63655	3
83211	0	98858	2
16260	0	28995	5
14021	0	18464	5
17156	0	26787	2
111752	0	71867	4
11324	0	7445	25
38525	0	53443	3
125252	0	96784	2
10425	0	28801	20
85347	0	87713	6
16019	0	17878	7
119928	0	49907	4
11436	0	1706	2
3350	0	68389	6
105858	0	51043	2
108649	0	120840	4
111207	0	23626	2
50042	0	5740	11
114453	0	131271	2
104550	0	44286	6
81198	0	86412	3
14101	0	26465	24
114929	0	41276	6
22019	0	67173	2
39340	0	84531	40
104173	0	120472	2
61644	0	62463	10
69231	0	7290	12
30153	0	5317	2
69850	0	86139	3
36535	0	9402	12
15085	0	1672	2
24746	0	31878	3
103713	0	79077	3
74618	0	87503	2
14828	0	17617	41
133063	0	30618	4
14558	0	94827	5
56291	0	78932	6
17049	0	38427	4
37678	0	49941	5
35033	0	99833	4
28164	0	501	13
4604	0	7536	45
41634	0	82153	6
22787	0	749	9
41900	0	57628	6
4494	0	4572	24
46829	0	64871	3
60739	0	77072	6
77838	0	96963	4
12034	0	16875	2
58790	0	60078	2
14843	0	37722	2
20351	0	54808	12
3948	0	62176	12
24850	0	97743	3
28470	0	871	2
16788	0	77173	2
15448	0	56040	3
108456	0	36946	2
28858	0	75633	16
17852	0	47449	10
25221	0	98183	23
21479	0	8476	2
4634	0	74215	2
123586	0	95990	5
22082	0	8637	2
114069	0	74360	2
108418	0	127351	3
82321	0	82322	4
15168	0	27843	11
116413	0	30959	3
104392	0	60642	2
10718	0	62945	38
67374	0	74080	5
33283	0	90080	5
54023	0	68497	4
48921	0	8793	7
113977	0	132483	3
1139	0	2853	4
478	0	66714	7
61168	0	61546	8
14866	0	74823	5
58598	0	82693	6
54048	0	63453	2
3813	0	5500	26
122487	0	123410	3
19455	0	41303	2
37793	0	43672	3
16783	0	55862	115
15646	0	8664	29
9606	0	9607	17
1869	0	3858	136
21898	0	42056	4
15021	0	19323	3
34847	0	3879	4
36901	0	78753	2
2317	0	35011	8
28344	0	8026	31
120298	0	83614	5
12615	0	26098	2
102890	0	58823	6
14584	0	36844	5
16252	0	54574	3
3089	0	82974	10
42984	0	60599	9
12207	0	8546	9
1091	0	3094	49
30646	0	92293	5
5417	0	62856	12
64246	0	77507	20
106563	0	602	3
111960	0	76758	2
102185	0	112773	2
64229	0	95261	3
1471	0	4073	133
48194	0	57070	3
89478	0	92308	2
29668	0	56543	2
129743	0	77471	3
106003	0	34633	3
19813	0	44445	2
4804	0	6616	34
67867	0	95913	3
13646	0	8077	10
2273	0	7381	58
76371	0	80139	4
2296	0	2397	62
32232	0	51343	2
72481	0	78118	2
28972	0	88088	4
16972	0	30379	40
58927	0	91623	2
13073	0	44324	4
110968	0	41935	6
14900	0	33260	4
35577	0	42669	4
12649	0	44542	4
24868	0	51180	3
12047	0	52822	13
6411	0	6412	6
38140	0	40263	12
418	0	5602	43
112617	0	122021	3
10053	0	10054	2
17894	0	51063	13
2747	0	96881	21
76631	0	85480	2
3172	0	71766	9
34938	0	54237	2
43747	0	78848	5
64949	0	94441	3
112474	0	14801	2
31677	0	33556	11
27430	0	82645	2
19008	0	46631	4
26515	0	3143	15
53560	0	57305	5
60443	0	69975	6
116584	0	119940	3
40210	0	80340	3
18310	0	79508	6
15345	0	19983	4
112496	0	46250	5
116162	0	91979	3
18165	0	23483	2
3461	0	41411	4
19166	0	6792	51
31031	0	75555	28
17481	0	33339	5
42442	0	44251	2
24351	0	93305	6
130699	0	531	2
110916	0	40910	3
18080	0	19394	8
15499	0	41265	3
24222	0	79282	2
15662	0	26105	35
85245	0	88604	4
27109	0	8801	2
1219	0	22713	3
46076	0	62559	5
13373	0	79705	7
43074	0	87825	3
11309	0	47885	2
53348	0	5358	31
30196	0	5710	2
11549	0	13132	27
29090	0	3673	18
10439	0	70981	5
512	0	9871	29
18651	0	29914	22
6794	0	8968	8
33170	0	45284	3
13845	0	13906	17
30522	0	61705	4
31868	0	63086	5
11544	0	24292	4
2743	0	93	3
14913	0	21742	18
1197	0	29605	14
1683	0	3527	130
44861	0	47081	6
49590	0	66839	6
33	0	56022	3
21707	0	31123	3
39143	0	95692	3
47103	0	77347	5
10144	0	4616	5
114712	0	43585	2
13240	0	1721	2
15506	0	33751	5
127901	0	39329	2
16121	0	36724	7
27057	0	74763	3
127905	0	24246	7
35022	0	8135	3
19011	0	68734	4
121081	0	98651	5
24417	0	60232	2
19251	0	575	17
112761	0	116837	4
114822	0	121037	2
119037	0	12346	4
102919	0	96797	2
1437	0	49619	60
15152	0	87283	2
112692	0	24482	2
25859	0	25860	17
117791	0	33336	3
113158	0	55413	2
107822	0	36986	5
28566	0	57461	5
31548	0	58043	3
121500	0	35724	2
127504	0	85205	7
32716	0	84370	2
5397	0	86688	4
59026	0	77562	4
1191	0	76817	3
101825	0	87103	3
78138	0	8785	2
68728	0	89164	3
55078	0	71285	28
4973	0	57539	6
35544	0	91808	2
30004	0	55366	2
24365	0	61371	3
15680	0	27101	11
17759	0	43843	2
14760	0	18865	4
126875	0	54336	3
14206	0	29141	7
32089	0	34687	2
100754	0	5484	4
34854	0	98033	2
38795	0	44588	10
21626	0	41580	3
126879	0	77427	4
41392	0	89207	2
2204	0	27066	3
35605	0	3586	2
12962	0	14863	34
72695	0	97741	2
22114	0	71163	11
14196	0	18151	3
3045	0	49507	8
120043	0	121113	5
14185	0	49541	3
15037	0	22021	42
23085	0	4055	14
11520	0	43468	2
60778	0	72329	7
112551	0	66832	3
24745	0	72180	3
45200	0	7050	38
113872	0	76830	2
65598	0	8087	2
1039	0	2412	5
11161	0	27995	21
27563	0	35205	5
18445	0	29460	18
100739	0	60424	2
42770	0	50515	10
107167	0	57509	2
130801	0	64132	2
100460	0	99102	2
15261	0	32663	11
19507	0	19508	2
130934	0	64222	2
124817	0	96193	5
20251	0	3685	36
129981	0	20648	3
21073	0	6753	30
111394	0	12819	3
19945	0	52762	3
11282	0	17675	2
25747	0	25748	21
123596	0	89240	4
109371	0	28015	3
65190	0	66718	3
100067	0	44506	4
16143	0	26251	2
16636	0	67786	6
126847	0	82883	3
2298	0	28573	6
3590	0	52270	4
16384	0	16385	2
60333	0	73921	5
35056	0	39144	37
20455	0	58221	6
103124	0	118820	4
11906	0	20107	5
95099	0	96815	4
14629	0	20	7
20937	0	5838	2
12891	0	35168	22
131	0	4198	106
2106	0	75221	2
4154	0	987	2
23829	0	5129	63
100851	0	67655	4
121166	0	99639	5
12441	0	91272	13
21627	0	53947	5
17578	0	63456	3
10406	0	11086	2
21909	0	7021	7
60475	0	6272	3
38731	0	48693	2
15834	0	72698	2
30565	0	39534	3
13518	0	35056	5
20106	0	46393	12
121974	0	17377	3
16991	0	88274	11
26343	0	59161	5
14761	0	15724	37
65373	0	7267	6
25923	0	69860	4
45260	0	6252	3
111304	0	63306	2
122284	0	78003	2
131331	0	91543	4
67425	0	9835	4
15839	0	94006	3
115146	0	41356	3
36265	0	69271	4
1383	0	37697	6
22533	0	67773	2
15484	0	17016	7
10644	0	26556	2
27732	0	95952	6
10855	0	51859	2
103516	0	32317	15
33802	0	59189	14
65762	0	83920	2
24906	0	71914	4
8789	0	9601	12
42674	0	47983	5
14290	0	68010	3
52089	0	84817	2
64334	0	76166	4
28486	0	32657	9
33634	0	4163	4
710	0	951	158
10847	0	14883	27
41949	0	98560	3
18397	0	21897	50
122350	0	36550	2
2028	0	9978	43
37841	0	84764	4
16561	0	1811	4
29342	0	50372	2
112365	0	95254	2
129103	0	133474	2
13098	0	22894	10
10166	0	50322	19
73116	0	80904	14
16037	0	9059	4
111490	0	88284	2
13982	0	31002	4
17028	0	4650	12
51910	0	65268	2
35795	0	38989	13
46758	0	97300	4
109697	0	124737	2
23931	0	8211	74
39592	0	65969	2
53826	0	62632	8
34562	0	78147	2
48202	0	64634	2
71700	0	74390	2
42902	0	63921	3
11153	0	26362	43
18714	0	65436	14
20535	0	20536	3
11105	0	9014	14
105344	0	89178	7
128761	0	65808	2
30024	0	80418	3
12171	0	35527	4
22272	0	51246	13
22581	0	28068	2
36756	0	555	3
35397	0	91317	3
1932	0	39813	4
11616	0	57483	10
114828	0	56301	3
6190	0	93358	2
127782	0	40074	3
107051	0	91531	3
123848	0	64030	3
27150	0	8633	9
102030	0	36695	2
21357	0	40924	3
111413	0	81283	2
83309	0	95755	4
67731	0	71172	3
55147	0	56459	4
40692	0	65841	11
71179	0	95503	6
16378	0	3985	5
18962	0	49571	2
102288	0	115503	2
65077	0	74585	4
11115	0	20227	3
19842	0	28143	74
14365	0	64308	5
15237	0	7366	2
7410	0	7488	3
16481	0	75024	7
128669	0	39436	2
40749	0	4748	4
29416	0	86931	5
20191	0	31561	8
3296	0	51175	3
35865	0	36601	2
103000	0	123259	4
10051	0	27221	6
5055	0	6327	143
21952	0	7935	16
87421	0	98758	3
46426	0	53651	7
31153	0	82286	3
28333	0	50517	4
42324	0	52933	6
48572	0	85190	4
13799	0	25327	25
3663	0	5280	92
31205	0	97336	2
42154	0	8649	68
33569	0	3992	5
13564	0	50032	6
16615	0	35824	3
17433	0	78303	3
45973	0	81874	3
109198	0	61089	3
56461	0	7580	2
14822	0	4265	9
51145	0	68243	6
56600	0	78405	5
45521	0	62115	4
41764	0	73857	7
115611	0	36230	6
118515	0	5378	2
2202	0	5201	23
13076	0	15513	2
100048	0	66125	2
36707	0	90124	2
22793	0	2980	19
108677	0	77245	11
12124	0	1436	3
2911	0	84355	10
41717	0	54214	2
13057	0	88481	8
13828	0	36604	2
3660	0	60499	3
14570	0	9737	32
1573	0	3896	9
50195	0	82464	2
103633	0	23755	6
13106	0	58738	2
114847	0	117282	4
125591	0	90565	3
119706	0	72629	2
21927	0	2778	2
110474	0	27561	3
129588	0	36589	3
16044	0	5752	19
121113	0	75637	4
44988	0	46013	2
39366	0	91992	21
12166	0	20547	3
28961	0	71205	5
24727	0	35315	5
58694	0	67874	4
133539	0	34119	3
35522	0	64562	2
64362	0	88193	3
25876	0	53198	2
49701	0	53424	3
2730	0	4166	33
53111	0	63411	2
25609	0	81844	10
29027	0	67996	4
6941	0	88678	4
5959	0	75616	2
128478	0	132606	2
15564	0	16033	2
17351	0	30861	13
116393	0	48236	2
117315	0	128357	2
24597	0	93279	2
87271	0	9879	22
19773	0	49226	17
36740	0	78507	2
14331	0	21689	61
3604	0	756	164
6615	0	79388	16
102257	0	4961	2
57187	0	7512	6
131943	0	28011	4
10104	0	5658	5
18649	0	24697	5
32649	0	67020	2
15915	0	3360	8
26204	0	41411	8
107107	0	62564	10
121954	0	9940	2
17401	0	82244	14
59096	0	70167	3
41282	0	4287	3
5162	0	5582	43
117602	0	15590	2
12199	0	58401	13
1750	0	2531	2
12934	0	13142	29
15815	0	92077	5
12712	0	43385	2
10610	0	62214	5
112027	0	4854	3
77700	0	95490	4
112163	0	45087	2
46486	0	51984	6
130965	0	131784	3
3659	0	43101	4
37324	0	7305	2
17768	0	54402	10
32096	0	54869	2
11076	0	30162	15
44352	0	83289	2
37705	0	42886	2
10131	0	133895	2
16480	0	3428	19
1138	0	22578	104
120664	0	39360	3
109019	0	85018	5
43957	0	830	8
11622	0	52562	3
36071	0	55433	13
20623	0	59284	13
102331	0	128406	4
21754	0	72157	3
49594	0	76784	2
109289	0	54474	2
41166	0	69935	9
42309	0	45487	2
12140	0	7367	3
27795	0	38558	40
26682	0	81756	2
3150	0	650	143
18709	0	76099	2
27001	0	49728	8
635	0	6910	117
67459	0	97821	4
47918	0	52337	6
101078	0	131301	2
3883	0	7985	15
1230	0	613	4
15570	0	5000	52
1457	0	14843	5
44533	0	77942	4
93554	0	99182	2
524	0	9148	52
15102	0	16870	8
1173	0	93563	12
15455	0	56649	4
18668	0	61	51
105259	0	111564	2
2429	0	50806	28
46741	0	60114	6
48159	0	62085	3
35050	0	96162	2
100429	0	88583	9
100337	0	87844	2
110095	0	86882	3
32607	0	86179	3
49863	0	53152	2
30744	0	6511	6
46034	0	74060	3
10434	0	23043	11
30693	0	4884	2
26186	0	29087	3
107328	0	123006	2
11466	0	14009	5
1829	0	19824	2
65289	0	68011	11
51259	0	80638	4
56458	0	72156	3
45079	0	73894	5
105253	0	91672	3
44933	0	53310	4
12072	0	3224	8
30597	0	34983	33
1784	0	83317	20
71214	0	86275	3
28905	0	34686	7
17998	0	23923	12
55494	0	57220	6
127060	0	91474	2
29040	0	9437	92
16307	0	2119	2
126203	0	32297	5
28864	0	31479	2
13918	0	20054	6
114596	0	66074	4
14120	0	4234	9
131374	0	32111	2
104486	0	70392	4
4429	0	87571	2
6963	0	7507	20
43410	0	43537	2
129781	0	42726	2
27536	0	62038	2
12441	0	14618	9
3850	0	91244	5
13601	0	38332	2
17789	0	19157	2
56189	0	57223	5
281	0	7816	41
13729	0	18017	2
1577	0	2400	100
21238	0	27760	3
19838	0	32302	4
12890	0	29585	8
23957	0	3790	3
4445	0	5480	13
40077	0	6408	2
23227	0	31546	5
117723	0	68471	2
78485	0	84921	3
55423	0	61863	2
17058	0	25418	17
25403	0	60012	2
4224	0	8747	249
40921	0	42216	4
111262	0	65138	3
52168	0	76547	4
12024	0	69002	7
19879	0	3382	2
130849	0	66427	3
11964	0	84925	4
48893	0	50693	10
34925	0	9767	6
67912	0	69306	2
107173	0	9300	5
10470	0	16558	3
19060	0	43052	7
47904	0	76268	4
2316	0	23801	6
2766	0	2890	5
35492	0	6442	3
34813	0	6463	23
52530	0	84650	4
5356	0	82062	3
132088	0	97960	2
55644	0	82610	3
56836	0	84375	2
17843	0	35747	2
107643	0	42010	4
37148	0	85163	8
18971	0	20719	36
1550	0	380	8
106357	0	66646	2
13885	0	97519	5
13170	0	21822	44
17244	0	38764	15
100309	0	111502	5
14554	0	34807	8
32617	0	48342	2
47730	0	80033	5
103444	0	72493	3
17881	0	5514	16
5561	0	75502	2
21796	0	82702	4
106985	0	68368	3
44447	0	72116	2
29584	0	49180	15
29180	0	81915	5
14529	0	52028	11
29749	0	42939	2
16283	0	60191	2
28105	0	29862	24
12588	0	42154	12
23903	0	25820	3
118357	0	29564	2
20328	0	44375	3
74465	0	96842	4
10418	0	43860	3
16789	0	57445	14
107702	0	21636	2
44380	0	64192	4
12332	0	916	33
39094	0	51329	2
48972	0	56777	2
111037	0	125537	5
11521	0	11706	4
62862	0	78783	4
123628	0	2186	2
41177	0	9827	21
101249	0	48342	2
29874	0	8667	25
1345	0	27488	15
114664	0	97175	2
13416	0	21043	3
71390	0	77140	14
12912	0	62904	7
7952	0	86267	2
38888	0	85655	2
120741	0	68496	2
1914	0	68955	27
29119	0	39357	34
108860	0	67459	4
69705	0	95151	2
116016	0	129420	2
8000	0	83646	8
111521	0	60715	3
12556	0	18257	98
19320	0	49173	5
43205	0	61054	3
44987	0	46013	2
10693	0	49596	6
16830	0	33845	19
3618	0	6464	32
57585	0	9668	2
126912	0	87040	6
24578	0	9760	2
16980	0	27121	30
55491	0	84005	8
5723	0	70072	6
48767	0	6300	10
3352	0	41968	23
42557	0	60198	6
11218	0	22482	3
17601	0	5349	6
25664	0	61208	4
118419	0	54149	2
20602	0	5696	12
40107	0	76303	2
15975	0	49291	7
6445	0	93811	3
14170	0	20496	7
12714	0	4894	4
42557	0	52026	2
116900	0	75422	3
12352	0	40707	2
129117	0	90355	4
7981	0	9219	6
14782	0	14880	18
114184	0	52066	4
18604	0	98303	2
26741	0	35595	2
122212	0	76179	4
