node1	interaction	node2	connections
106024	0	9185	8
118416	0	58823	4
61125	0	744	5
39910	0	61991	4
11333	0	57796	7
19379	0	49983	11
51593	0	92476	5
118630	0	52209	2
27112	0	42638	2
120803	0	92485	5
43644	0	89002	4
49218	0	68477	3
11959	0	9861	4
102620	0	95721	4
6220	0	89448	4
19375	0	52997	2
16427	0	3774	23
14046	0	74974	4
29367	0	97127	3
40819	0	70936	3
58683	0	58684	12
3089	0	3090	7
7041	0	76976	2
46208	0	61273	3
68030	0	83321	8
102412	0	64399	3
20244	0	22380	3
115367	0	88413	10
108937	0	69089	3
29112	0	4982	9
5367	0	83534	11
129267	0	64539	3
10180	0	59594	61
2295	0	3575	12
92277	0	97176	4
18091	0	41712	5
106922	0	95460	3
106199	0	106356	2
23843	0	67048	3
23703	0	66706	8
12169	0	22398	4
1210	0	15065	2
103601	0	71940	5
57241	0	83051	32
2876	0	633	4
107036	0	67201	4
30745	0	34306	5
22830	0	29131	15
29570	0	29798	15
32014	0	6057	2
21227	0	62090	2
113305	0	65305	5
27140	0	86812	48
130121	0	43911	3
21702	0	24925	2
2330	0	7219	18
40817	0	42387	19
29519	0	4487	7
18709	0	74205	2
55118	0	75257	3
23569	0	37995	4
14015	0	23803	6
30460	0	36166	2
120697	0	68447	6
104340	0	47166	3
37346	0	37347	11
36019	0	42492	2
104243	0	111046	2
21752	0	32602	11
9672	0	9711	4
41411	0	79566	3
36042	0	68177	2
45026	0	5202	2
56471	0	56711	5
23399	0	37714	3
18215	0	32221	7
103862	0	52019	7
58930	0	7531	15
11874	0	20374	4
11324	0	6334	13
17391	0	9364	3
183	0	50628	22
23022	0	27990	32
11896	0	16581	12
25217	0	95093	10
60865	0	71628	2
111351	0	64162	2
6363	0	8542	15
11332	0	21710	28
38986	0	82973	2
51023	0	63543	7
15305	0	1733	14
124013	0	73855	2
10673	0	4746	4
10282	0	10359	6
16275	0	9857	33
100901	0	39849	6
12522	0	24566	2
60885	0	80565	3
3959	0	6904	5
38259	0	47378	5
14026	0	20825	2
28852	0	28853	3
10172	0	11987	7
2028	0	36758	5
267	0	29576	3
122313	0	83750	2
105882	0	109695	3
30082	0	93846	2
21863	0	2533	6
89741	0	92602	2
27636	0	95270	3
20053	0	972	87
114255	0	90817	3
93646	0	96563	3
112704	0	96499	3
116054	0	84918	2
103915	0	70719	3
44083	0	6917	3
55530	0	65538	2
34401	0	97885	2
77945	0	9143	4
26654	0	78591	4
38357	0	42211	4
132647	0	62026	3
42756	0	70288	2
101097	0	78958	2
18931	0	22693	3
52529	0	77506	2
13190	0	9315	25
33690	0	44540	4
104436	0	65468	2
37127	0	41362	8
10377	0	73698	6
128244	0	132003	2
50380	0	54157	5
46215	0	78916	2
122824	0	90740	3
109195	0	2593	2
14140	0	53548	2
12936	0	13461	4
16321	0	48301	12
82248	0	96291	5
82477	0	82531	3
7612	0	9655	9
121286	0	86063	6
127370	0	80860	2
30656	0	6211	9
1123	0	14221	7
13143	0	4406	181
43272	0	7204	4
10993	0	42168	4
44818	0	65095	3
3991	0	579	115
111536	0	47166	3
2176	0	4991	20
51419	0	80907	5
92191	0	9911	2
20513	0	83165	3
24580	0	46755	15
21984	0	8039	6
19654	0	63477	49
107766	0	46995	4
53427	0	91278	3
104867	0	80807	2
4248	0	44523	3
17902	0	25561	6
105627	0	99035	5
11435	0	85218	3
14892	0	58567	4
101339	0	1655	2
5014	0	9014	49
26304	0	70482	3
19895	0	62577	10
12753	0	49367	2
131092	0	80225	2
34265	0	61504	3
3033	0	39178	11
10291	0	23149	17
12385	0	82740	3
16167	0	59370	37
13295	0	7071	5
53741	0	65924	20
108369	0	109518	5
2045	0	33616	3
26928	0	26928	3
54917	0	54918	3
54349	0	84363	2
11538	0	809	6
14136	0	34444	3
107029	0	28589	10
109122	0	60346	4
41673	0	84712	3
48375	0	79349	3
55267	0	98535	5
81668	0	90685	2
28653	0	69409	2
131	0	623	2
83956	0	83957	2
28406	0	51959	9
112593	0	92670	3
74145	0	85813	3
22335	0	24091	17
16122	0	41664	9
12571	0	55286	26
120861	0	49373	6
111156	0	132801	3
115941	0	82820	3
12473	0	19007	3
6205	0	6206	75
41038	0	88567	4
119722	0	43480	5
124637	0	46537	2
32295	0	87643	4
63990	0	83758	3
53212	0	9557	2
118377	0	130355	4
12691	0	28118	6
45935	0	62253	7
15488	0	54066	3
21888	0	25748	3
21242	0	51660	23
23598	0	29039	2
24585	0	496	2
27444	0	27460	3
20851	0	8704	16
4990	0	69259	2
115602	0	47993	5
11358	0	5035	149
355	0	99501	2
4170	0	49442	5
72444	0	75962	6
66497	0	68981	4
101126	0	116050	3
112274	0	84230	2
22105	0	92750	4
72728	0	89732	2
112613	0	117215	2
21765	0	26704	6
23689	0	90379	2
14760	0	85716	2
83897	0	85341	7
13717	0	42795	5
130089	0	31932	2
112864	0	53926	3
105680	0	16299	3
13205	0	61386	18
71211	0	89862	2
73517	0	80311	3
12562	0	39171	5
30448	0	3881	35
15979	0	40615	3
15128	0	35345	3
101233	0	130771	2
121497	0	24941	4
4161	0	59945	22
43434	0	58201	4
18399	0	27946	12
61618	0	96595	3
121041	0	94941	2
3575	0	5031	9
26661	0	95684	7
3712	0	81646	3
109376	0	25558	8
57338	0	96208	4
14665	0	76574	2
108245	0	54966	2
60679	0	83724	8
49713	0	52177	3
45942	0	87824	2
127955	0	95923	3
62626	0	84749	7
108157	0	87433	3
13175	0	37328	3
108087	0	95140	2
41532	0	55901	2
1123	0	2257	7
132915	0	88905	3
35441	0	35442	4
35863	0	9845	2
4474	0	50637	30
116729	0	77902	3
39082	0	70650	3
43531	0	78725	6
14150	0	9294	4
114569	0	55365	3
59	0	7634	25
33044	0	9526	18
1290	0	1693	246
124648	0	80755	2
64809	0	84759	18
48984	0	74022	2
3222	0	73558	11
119264	0	87879	3
116416	0	22386	4
15530	0	56922	7
16257	0	51050	13
21696	0	9310	35
1498	0	38910	5
1941	0	25272	2
28762	0	51197	2
24931	0	25231	5
40162	0	40163	3
11877	0	78539	2
21600	0	86485	4
57065	0	6180	2
2155	0	9291	5
40666	0	76626	4
10607	0	42053	184
38356	0	39666	2
120014	0	124193	2
107985	0	69645	2
108568	0	53193	2
19578	0	3626	4
31892	0	41523	12
59609	0	93645	5
55853	0	57373	5
103409	0	23237	8
123376	0	34808	3
18703	0	3986	15
34103	0	60597	2
54649	0	84099	3
50429	0	7546	2
4002	0	43873	8
16107	0	24258	7
119036	0	87867	2
17769	0	41963	8
112971	0	36450	9
60211	0	94947	3
47615	0	71635	2
42314	0	94996	2
100590	0	51632	3
48404	0	9613	7
123931	0	61271	3
38070	0	57622	3
43364	0	6145	3
50950	0	72385	7
19556	0	41156	14
102733	0	127390	3
54259	0	5967	2
41323	0	75508	4
45092	0	64494	3
106659	0	76226	3
3113	0	51029	2
39924	0	39925	2
121871	0	92661	4
33083	0	40385	4
2932	0	3743	5
110801	0	85898	2
110063	0	90866	2
33617	0	77040	10
54475	0	64889	2
110739	0	4360	5
22776	0	558	14
33381	0	92681	3
108593	0	115164	6
26800	0	92337	5
111303	0	57054	6
43813	0	66254	6
123726	0	21261	2
111145	0	128049	2
12283	0	46170	3
102049	0	105236	3
54218	0	97538	18
66334	0	70874	8
10503	0	25452	5
3481	0	9455	136
60164	0	81076	2
29451	0	36142	18
15161	0	36043	5
12429	0	2374	7
126238	0	88634	4
126207	0	34887	2
34695	0	34696	15
24796	0	34317	5
41284	0	80209	6
100876	0	37767	3
5621	0	56480	2
109481	0	98216	3
124282	0	128779	2
81988	0	96933	5
31043	0	51707	7
115196	0	49948	5
10233	0	7619	8
51481	0	69047	11
38867	0	38899	3
1456	0	17443	36
56015	0	92300	6
4767	0	6399	19
32854	0	62820	3
24068	0	49169	3
43207	0	80975	5
5458	0	74168	2
42657	0	83290	2
23709	0	4613	5
12313	0	80061	3
113474	0	5349	4
11692	0	333	13
15099	0	6366	7
102928	0	98782	2
51109	0	92334	2
1624	0	71595	8
29145	0	58683	25
13720	0	36782	2
63520	0	70388	6
12320	0	29037	9
76791	0	90843	4
13977	0	86463	9
2901	0	38857	5
25914	0	74132	4
1541	0	4493	10
10175	0	87497	3
132162	0	87155	3
43956	0	75279	14
124054	0	67278	3
14919	0	6852	57
3090	0	82974	5
113571	0	94748	2
85161	0	93234	3
129627	0	330	7
120661	0	31192	3
67958	0	70674	5
210	0	39912	2
117479	0	92042	2
54000	0	71858	2
127249	0	62631	3
41250	0	75179	3
15216	0	52954	7
12921	0	17017	9
17724	0	31892	9
27174	0	69839	7
53524	0	53525	18
27879	0	76967	2
23268	0	68863	4
110733	0	13970	2
17423	0	38674	3
16710	0	89955	7
130962	0	48230	3
25864	0	59065	2
3168	0	3169	103
20415	0	48646	14
13360	0	33354	2
20652	0	23696	10
36320	0	45518	5
12045	0	9872	12
27616	0	61999	3
64424	0	97225	2
28960	0	69099	2
124793	0	127838	3
106825	0	77969	4
62549	0	75652	2
25569	0	77116	2
103813	0	90068	2
70589	0	77478	4
79391	0	98243	5
2926	0	62161	7
118579	0	124675	2
133586	0	84554	2
16758	0	23620	11
101305	0	80710	8
57327	0	90522	5
6544	0	8783	6
2001	0	21838	16
28813	0	60471	11
51041	0	84750	2
48642	0	63922	9
27316	0	41915	4
12446	0	65065	4
10932	0	27542	20
25357	0	85086	8
89706	0	94327	12
23507	0	23508	2
19626	0	62108	7
125800	0	30612	2
128407	0	87764	2
7520	0	875	2
40182	0	59885	5
3925	0	9527	91
103292	0	78109	2
104845	0	30738	3
54693	0	99444	7
19893	0	33797	3
117421	0	70250	3
124874	0	67526	2
51869	0	67156	12
25704	0	85590	19
33394	0	93252	6
100603	0	59293	3
103367	0	103368	2
26987	0	3008	4
86592	0	97615	2
66805	0	81303	13
50123	0	898	10
104996	0	84175	2
107918	0	61248	3
10757	0	53316	6
22272	0	77783	2
21292	0	58662	3
113274	0	90433	2
112616	0	19406	3
20397	0	7657	47
17273	0	47214	25
10688	0	15067	82
47527	0	68586	2
12896	0	12897	12
19515	0	27442	2
23483	0	2827	3
19672	0	41555	7
19922	0	36853	2
24607	0	74824	3
2049	0	32441	3
35123	0	79315	3
53173	0	59521	5
10588	0	41239	7
20153	0	8469	4
12034	0	42674	8
2279	0	541	71
19031	0	38743	2
2324	0	3097	3
15078	0	29206	2
46614	0	87160	3
29283	0	53405	2
17017	0	32994	7
31835	0	6209	5
25947	0	4659	23
75192	0	94515	2
20319	0	96255	4
10144	0	74944	2
3989	0	9423	4
34786	0	93580	5
3299	0	35049	162
38393	0	99344	6
63614	0	6885	12
65572	0	79511	2
17497	0	18470	23
40558	0	77156	3
77184	0	77185	5
124664	0	93718	4
2624	0	4805	59
110329	0	41206	2
20174	0	71053	2
16980	0	1963	25
19403	0	2960	47
35275	0	86845	4
17173	0	82226	3
111454	0	88694	3
38415	0	41836	47
25148	0	25149	8
27712	0	33665	4
58221	0	97538	24
47044	0	95022	2
33236	0	7941	2
10560	0	7690	2
80411	0	9090	7
890	0	90259	2
115880	0	56860	4
104924	0	83394	2
22860	0	7864	3
12098	0	16224	7
53080	0	97265	4
107757	0	90344	2
29857	0	32311	5
77353	0	84907	6
28232	0	28956	3
14732	0	34748	5
68029	0	7711	18
117590	0	89379	4
109653	0	20345	6
2177	0	39644	7
40334	0	93302	2
73440	0	76384	4
118499	0	38191	2
124916	0	29301	3
56461	0	92696	18
89722	0	92764	5
23452	0	92592	3
17883	0	77365	4
103349	0	55646	5
21857	0	51034	2
16908	0	1728	2
2181	0	26936	7
27794	0	27795	4
1234	0	37313	7
6393	0	66975	3
111305	0	126465	2
7832	0	982	37
2919	0	43764	2
2650	0	9845	6
43643	0	715	9
113484	0	78811	3
50324	0	83215	6
10737	0	54600	6
44364	0	74259	4
31266	0	4581	10
13614	0	25173	7
53706	0	8274	3
120796	0	53231	2
107342	0	97107	3
15120	0	59896	3
19874	0	20215	10
11528	0	4262	22
14539	0	8478	7
19791	0	82370	3
16489	0	60917	5
36900	0	53877	21
2618	0	3889	70
16263	0	21179	2
108769	0	43269	2
16802	0	33077	7
18124	0	30469	3
58627	0	96349	6
114885	0	128320	6
105169	0	3660	4
37992	0	48240	3
58380	0	71328	5
27341	0	553	14
27298	0	4088	2
25346	0	8536	5
83472	0	98190	2
28058	0	28071	4
40232	0	40234	3
13643	0	33125	2
11838	0	12663	16
1925	0	61962	30
5562	0	5945	87
17285	0	9216	3
12427	0	66531	6
22247	0	40192	4
27258	0	74856	5
10766	0	11637	41
5817	0	70788	4
36269	0	36438	3
105597	0	116148	3
110350	0	12977	4
109207	0	80371	2
36367	0	65828	3
114054	0	24011	2
18939	0	7560	9
16273	0	44008	3
713	0	94341	2
1079	0	50136	4
100995	0	62054	12
6794	0	79106	15
35879	0	54258	5
3299	0	3300	10
11728	0	2905	2
83960	0	91116	4
70677	0	7919	3
18955	0	34030	3
37542	0	37543	2
114846	0	97816	4
111586	0	62120	2
105702	0	105703	3
2049	0	6811	4
22392	0	7307	16
13520	0	46764	9
37526	0	75917	3
11751	0	4196	21
79	0	89	117
14885	0	47514	24
25296	0	35333	6
58456	0	8457	25
15050	0	62613	14
10800	0	62572	13
11282	0	3233	6
26124	0	98745	2
10088	0	45781	2
77825	0	82351	5
21353	0	30094	2
122310	0	49667	2
14446	0	41622	5
1314	0	19888	100
2762	0	771	93
3128	0	55245	4
100037	0	55854	3
58585	0	59461	2
13249	0	54818	8
38045	0	38843	31
41018	0	84729	14
121426	0	733	2
2439	0	57750	3
113668	0	92443	3
108	0	12149	5
105148	0	66064	2
27397	0	7564	13
5114	0	68794	40
121881	0	63147	2
3889	0	3941	71
116879	0	30748	2
71569	0	78905	2
100066	0	54022	2
47399	0	5549	4
24576	0	76445	3
4460	0	5372	3
105660	0	109494	3
92333	0	97902	2
51275	0	69770	2
113708	0	61567	3
26371	0	65779	6
35013	0	50119	4
27268	0	74944	2
49728	0	49729	6
13941	0	40200	2
103297	0	27061	2
119208	0	86205	2
7735	0	96804	3
11837	0	11838	7
2812	0	8813	50
1424	0	36212	2
115920	0	79527	3
45779	0	79529	2
14424	0	32223	9
28762	0	37884	61
761	0	8598	80
56699	0	67618	2
71260	0	77217	3
21331	0	59669	3
98102	0	98103	7
44371	0	77986	4
22850	0	335	77
34001	0	45486	8
21401	0	54480	2
40618	0	8088	4
16709	0	55858	12
132539	0	68856	2
44490	0	44491	3
75459	0	84887	3
106570	0	129863	4
16787	0	2989	16
20504	0	74158	8
13576	0	13758	2
114438	0	1469	3
17147	0	35998	15
43940	0	55634	3
29814	0	4100	34
13899	0	74083	10
2181	0	28123	13
23584	0	80580	7
64942	0	79182	3
3008	0	8884	29
11310	0	8109	85
114294	0	93249	6
28219	0	78246	2
12657	0	67270	11
18553	0	79982	3
46470	0	56172	12
44490	0	90598	2
30683	0	4415	11
35374	0	40342	8
70565	0	84155	2
125277	0	74358	2
112781	0	43486	2
124697	0	73432	3
34760	0	74246	2
131475	0	6033	5
125270	0	61882	3
14523	0	51290	3
1909	0	9444	2
16673	0	24709	14
76789	0	79522	3
57404	0	91511	2
2539	0	40580	9
10104	0	43629	8
109653	0	29750	8
52009	0	81925	3
31742	0	61529	2
38050	0	38051	2
1619	0	23232	74
10776	0	2520	501
55723	0	91281	5
23034	0	7615	4
17088	0	18484	54
33571	0	56894	3
3343	0	3456	170
103209	0	58175	2
20816	0	22244	5
107816	0	25728	14
45219	0	55221	3
12015	0	34253	27
56584	0	81603	2
38442	0	6038	4
24329	0	35169	12
10360	0	24744	71
57659	0	81437	4
17660	0	23734	4
24268	0	51342	13
44069	0	59699	4
66276	0	72048	5
21474	0	6969	20
6509	0	88687	5
18699	0	9962	10
107851	0	44882	2
71024	0	82769	4
16011	0	27696	16
40425	0	55698	7
111250	0	28823	2
35069	0	7932	10
10345	0	14995	6
17252	0	73885	2
60555	0	73478	3
24960	0	78819	4
17410	0	70357	3
106654	0	96711	2
22592	0	22593	5
3453	0	60093	4
2249	0	30995	3
115462	0	81343	2
48928	0	72012	9
22581	0	9760	6
111849	0	89220	4
58051	0	82303	6
29297	0	34858	13
16453	0	90524	4
106350	0	19314	5
22581	0	24186	2
49284	0	94233	3
2103	0	56989	3
56710	0	70850	2
15579	0	160	161
18557	0	90902	3
15498	0	5292	33
21616	0	23123	6
51856	0	60987	5
100718	0	43925	4
12506	0	5573	8
37820	0	7205	5
49275	0	69472	4
111	0	5258	80
16611	0	77809	5
51346	0	9541	3
100900	0	14286	2
2641	0	8259	4
22729	0	46018	7
41724	0	48712	25
19602	0	2147	113
12940	0	78866	2
13392	0	975	2
50070	0	76756	3
23734	0	36962	11
22276	0	75323	3
27397	0	449	34
5467	0	5471	6
26183	0	71753	8
4538	0	59803	4
103817	0	98290	4
1517	0	51938	2
49911	0	50333	2
123251	0	96833	4
56770	0	86818	5
61712	0	68115	2
47022	0	50505	2
20779	0	3670	12
13334	0	958	2
129096	0	38613	3
132915	0	98998	2
116365	0	96044	3
65008	0	98438	2
58276	0	72822	6
123575	0	124857	3
15182	0	4797	4
29644	0	97332	2
27726	0	38823	11
53583	0	73546	10
153	0	8864	117
11840	0	21497	2
2244	0	33473	6
40422	0	41730	2
79980	0	87822	3
37672	0	45750	46
24819	0	89172	3
104347	0	133841	4
79534	0	91716	6
108211	0	69019	4
20395	0	28322	2
12668	0	85344	2
137	0	39565	8
17714	0	28458	25
27617	0	48047	7
69140	0	7474	2
118187	0	50035	4
62496	0	80964	3
120687	0	52328	2
19050	0	8053	20
27392	0	41362	2
6786	0	8285	47
36874	0	5723	7
11001	0	112164	2
118446	0	92240	4
104132	0	131960	3
11299	0	125098	3
103476	0	94247	2
115867	0	12372	2
12594	0	37614	2
44508	0	45077	2
15563	0	37193	10
24736	0	2550	79
55193	0	8068	4
39561	0	6453	12
57073	0	88716	2
55176	0	84932	9
103351	0	34861	2
1809	0	29174	4
58937	0	99928	7
65147	0	83817	3
102663	0	74563	11
126503	0	2766	4
14824	0	54501	3
68853	0	84657	5
73246	0	84670	5
18333	0	81368	8
38883	0	80969	3
14404	0	30130	7
36456	0	45474	6
50292	0	84716	4
12407	0	45636	3
79536	0	87163	2
21678	0	68754	2
24316	0	4795	3
113435	0	123031	2
56074	0	64134	4
43524	0	52850	19
21578	0	3511	8
23238	0	5637	2
103409	0	52050	6
33356	0	41595	5
33904	0	77527	4
64939	0	65078	3
102004	0	120530	2
15261	0	61497	11
76258	0	9132	7
10720	0	33233	2
68555	0	7931	5
18737	0	42972	3
3651	0	8054	93
1031	0	29527	10
110211	0	54517	3
12259	0	2158	11
17710	0	58574	8
46285	0	56530	4
112929	0	3746	3
14861	0	93678	2
13087	0	13088	23
33279	0	81877	7
25671	0	67761	9
117462	0	8721	3
31433	0	6260	6
102257	0	87892	2
116931	0	64191	3
32281	0	32679	5
69521	0	95799	2
2566	0	8615	71
41603	0	44305	2
10295	0	1110	19
2614	0	26203	3
24673	0	50931	5
2834	0	6635	11
100458	0	83603	3
58511	0	62341	3
11150	0	14296	4
6745	0	6791	10
15580	0	66270	11
119146	0	76551	2
19958	0	58412	24
87857	0	91001	4
1923	0	28436	29
2650	0	30809	2
13153	0	4180	73
15237	0	28929	34
15726	0	5532	24
52659	0	91626	4
117177	0	41238	2
19647	0	71975	9
13404	0	61846	19
3800	0	49012	2
111510	0	42377	4
23632	0	26161	4
1290	0	3862	25
45159	0	45160	14
18879	0	4028	3
119507	0	93912	2
120984	0	128715	2
112850	0	92491	2
21102	0	58239	3
51132	0	65001	3
21123	0	8651	8
37797	0	46127	10
31091	0	56123	2
20490	0	48838	2
13944	0	2574	3
19836	0	52349	2
21076	0	32997	6
13582	0	13910	7
118648	0	77592	8
37035	0	71374	3
18010	0	71716	3
110843	0	91009	5
120892	0	46593	2
10469	0	59006	7
48919	0	66223	2
21900	0	64816	8
46417	0	66594	4
12163	0	13467	44
91221	0	9400	10
26015	0	3762	40
63325	0	98292	3
2582	0	569	3
95062	0	95063	7
24967	0	43374	3
29442	0	84043	2
19856	0	5804	20
62234	0	64525	4
32799	0	36621	27
100284	0	27183	3
59782	0	70533	2
105025	0	107610	3
12839	0	89173	4
12708	0	13398	12
1086	0	14206	2
10869	0	23309	12
10568	0	24260	18
61620	0	90310	2
70948	0	7355	14
12453	0	29411	4
14697	0	43954	3
37566	0	49493	6
130106	0	80142	2
27566	0	60539	8
101932	0	14035	4
27202	0	9641	7
6658	0	916	3
26547	0	26548	6
12148	0	2181	2
42463	0	9960	2
4474	0	9492	36
74818	0	80846	3
11794	0	7346	26
112113	0	52703	3
118971	0	11933	3
46178	0	59963	21
7286	0	8461	19
58583	0	83249	2
1513	0	23337	16
77930	0	78342	6
100535	0	68793	3
51023	0	68797	2
11980	0	26732	3
121974	0	84503	7
2099	0	27407	2
118063	0	97795	2
10044	0	84624	2
109021	0	26501	2
12444	0	77993	3
27521	0	27781	3
118195	0	28118	3
29543	0	33985	13
1438	0	44581	31
2940	0	9037	2
50357	0	89933	3
36081	0	84624	3
1214	0	897	223
2119	0	22730	256
2707	0	3934	7
19284	0	4943	17
13253	0	42946	17
24824	0	754	3
39604	0	51245	4
117972	0	119731	2
18014	0	26557	5
51872	0	61443	3
105177	0	94057	4
24327	0	45302	43
15894	0	36848	10
10893	0	11316	15
69064	0	91657	4
113639	0	28659	2
58719	0	7350	3
112065	0	79077	2
19556	0	44089	3
3661	0	7298	3
10703	0	31299	4
65591	0	76598	2
12090	0	62039	8
44094	0	61532	5
118534	0	15423	2
121521	0	29058	2
31023	0	60378	2
115127	0	84189	2
56984	0	56985	8
47654	0	4858	9
82243	0	9829	32
1029	0	18179	4
11111	0	51701	9
28717	0	6205	3
36780	0	88268	8
49486	0	97682	3
34394	0	46349	2
21301	0	68319	3
17440	0	60742	4
72838	0	95662	2
117339	0	92944	2
126652	0	59755	2
62543	0	66538	2
48866	0	70427	21
26696	0	43900	3
109300	0	93855	6
108232	0	24639	9
104087	0	95170	2
57088	0	97593	6
31906	0	36439	4
1601	0	33437	2
101539	0	83995	3
52260	0	85024	2
37407	0	38184	34
125911	0	73770	2
119532	0	130	8
226	0	62	26
121385	0	13843	2
50110	0	62452	25
40244	0	566	7
12241	0	54847	2
35968	0	57762	4
67143	0	8242	4
38212	0	61134	3
6013	0	9831	7
49787	0	85774	6
41096	0	44954	3
110310	0	60323	3
45259	0	61637	12
103984	0	82811	6
102312	0	64628	3
29374	0	52508	32
27045	0	53643	17
12225	0	19252	21
71109	0	77895	2
1316	0	33326	135
15222	0	8519	4
80742	0	84278	7
12102	0	50618	7
64365	0	99346	2
20534	0	20536	2
25009	0	25010	19
23916	0	39224	4
17004	0	19259	14
113095	0	91440	4
10527	0	68544	4
30412	0	50578	2
27382	0	4305	2
116600	0	122498	2
21468	0	8253	2
24906	0	67218	2
50312	0	54556	6
11945	0	25430	15
43828	0	97985	4
121474	0	59302	3
29941	0	38563	2
104358	0	29142	3
42605	0	48578	9
54340	0	78053	4
55128	0	7618	2
11365	0	65676	5
27958	0	41507	26
3421	0	76119	2
20479	0	2642	3
124013	0	36213	2
11279	0	17125	4
119558	0	92463	2
121628	0	70552	2
13638	0	51134	12
118279	0	42442	3
43812	0	70338	6
77040	0	91603	16
47884	0	63936	2
30930	0	43235	5
47916	0	56259	8
46287	0	92716	2
56194	0	98992	7
81598	0	89177	4
29336	0	54493	19
127624	0	12977	2
1505	0	1852	49
31822	0	8711	4
9657	0	9861	12
78024	0	94362	4
7040	0	98524	4
10272	0	11992	10
128611	0	99613	5
7492	0	8911	13
120659	0	90256	3
19783	0	81236	2
52950	0	74662	9
49569	0	63831	2
10094	0	9496	7
27275	0	72641	2
19266	0	24201	3
53102	0	72814	2
16178	0	9869	5
116144	0	125547	3
37376	0	51640	6
118795	0	91324	2
121447	0	82318	5
41180	0	6155	3
34050	0	75995	8
42151	0	62289	2
1008	0	9793	153
5929	0	77522	4
111803	0	77225	2
59753	0	60638	3
2244	0	44336	13
15114	0	7605	2
5165	0	55591	2
6325	0	71993	4
79086	0	96414	3
123947	0	23267	2
13881	0	23541	5
46660	0	48900	3
21210	0	33280	4
18584	0	75853	3
33416	0	58503	2
45383	0	81155	15
118	0	7625	147
19575	0	52447	7
7393	0	83181	3
103787	0	31069	5
61039	0	8025	3
48771	0	63160	3
32670	0	6184	6
233	0	95	31
106232	0	72755	2
20567	0	61521	3
106864	0	35799	2
1738	0	34339	15
23521	0	98838	36
14517	0	19514	7
58536	0	78057	3
3892	0	41152	8
124441	0	33883	2
88554	0	95779	9
40125	0	6141	4
1682	0	34660	10
13101	0	23617	6
121449	0	124129	4
52616	0	98409	3
3104	0	70402	6
10197	0	16378	16
2539	0	29111	18
24070	0	32282	9
32453	0	4023	29
117261	0	4345	2
11448	0	26637	26
4501	0	89226	7
3414	0	72426	2
22466	0	50648	6
20363	0	4535	2
101910	0	42717	4
126989	0	77983	2
124227	0	57011	3
115945	0	21344	5
14452	0	26340	3
110424	0	66728	5
128401	0	96876	3
21758	0	51763	3
19768	0	8648	12
14139	0	16840	44
29629	0	38426	5
14192	0	37396	2
21477	0	25745	48
23765	0	79297	5
43973	0	5611	2
113076	0	61286	3
27069	0	437	54
60606	0	94661	6
120829	0	62390	2
46957	0	80745	2
116343	0	80902	2
15286	0	66310	2
25084	0	25139	4
61202	0	61218	2
115892	0	70604	4
27242	0	69816	4
30513	0	87721	4
30915	0	32944	18
14166	0	32074	9
60916	0	94679	2
55296	0	68330	2
107364	0	71483	2
23276	0	4374	2
108248	0	82537	2
111343	0	21444	3
34923	0	5528	3
18661	0	5666	16
118900	0	45663	2
4035	0	83665	24
53238	0	83914	2
35495	0	3657	12
80775	0	88049	3
12929	0	70253	12
103443	0	119097	2
106649	0	111555	5
105287	0	72962	2
44417	0	6091	2
13212	0	17659	10
11474	0	23672	30
28769	0	46427	5
13450	0	8277	16
3049	0	4230	3
17718	0	87602	2
14383	0	53161	33
21180	0	34588	8
25264	0	5723	3
130592	0	98269	2
48186	0	83509	4
27442	0	9462	17
125397	0	89876	2
25609	0	52792	6
28184	0	40279	19
18697	0	679	2
36042	0	5427	33
13787	0	16160	21
14185	0	22879	48
30234	0	9861	4
10849	0	68924	7
10512	0	2022	2
23210	0	9012	27
35935	0	41238	5
23479	0	3069	26
15009	0	19658	9
19431	0	6447	6
10187	0	82688	4
1717	0	75266	17
28051	0	57791	2
103901	0	41800	2
69549	0	79602	3
113894	0	80137	3
4072	0	59148	2
103460	0	112016	4
15471	0	64382	2
34384	0	61309	12
10097	0	102808	4
34165	0	49807	5
2245	0	8600	4
39841	0	71626	4
31062	0	53774	10
109785	0	98835	4
31213	0	54063	2
15040	0	59285	35
19672	0	43130	8
1955	0	2147	77
1120	0	96566	3
15131	0	75523	17
131832	0	68629	3
3716	0	706	11
37905	0	44859	5
111372	0	130381	3
38914	0	4685	3
45970	0	83906	8
37466	0	42119	2
17029	0	17029	44
11002	0	37682	5
67955	0	97011	2
33216	0	54851	6
36082	0	92	5
13563	0	8742	19
39063	0	60281	3
5104	0	8564	9
1383	0	15366	31
27421	0	28416	5
6261	0	82054	4
22639	0	79244	7
112600	0	95912	6
74867	0	79762	3
132307	0	16435	2
112661	0	22112	2
51326	0	93789	2
70150	0	74187	8
32109	0	48578	4
10178	0	21915	27
12146	0	76188	24
62414	0	75070	4
112609	0	85633	3
14073	0	5444	58
65904	0	69499	13
26103	0	88760	2
26303	0	34159	3
33837	0	69284	3
26146	0	58218	4
12641	0	5122	31
17133	0	81167	2
17497	0	44674	7
108047	0	26553	2
2198	0	72870	2
108	0	971	107
34439	0	66111	3
44893	0	60832	6
2354	0	9410	140
66068	0	85154	3
14013	0	98086	4
116746	0	82941	2
10449	0	44134	13
69790	0	99879	7
18105	0	987	2
40133	0	47664	2
15144	0	65512	6
37192	0	9458	2
25835	0	62254	2
