Contigcoverage
1 = 105.073455110766
10 = 809.397803806735
100 = 372.532231835035
1000 = 33.3057324840764
10000 = 97.318194254446
100000 = 16.4790595150625
100001 = 11.2600536193029
100002 = 15.5539419087137
100003 = 12.06222576785
100004 = 13.5085388994307
100005 = 20.4482225656878
100006 = 6.96826835902085
100007 = 12.4387568555759
100008 = 10.7226148409894
100009 = 7.0391061452514
10001 = 154.751424287856
100010 = 11.7427772600186
100011 = 26.6341463414634
100012 = 14.392
100013 = 9.17241379310345
100014 = 12.590742101396
100015 = 6.33655705996132
100016 = 9.91547653745264
100017 = 10.0526723470178
100018 = 8.858934169279
100019 = 61.6023007395234
10002 = 94.8436363636364
100020 = 6.55274888558692
100021 = 24.524682651622
100022 = 11.8881355932203
100023 = 11.0746268656716
100024 = 10.1995094031071
100025 = 9.2218073188947
100026 = 11.1228813559322
100027 = 11.581202487906
100028 = 5.84630256162397
100029 = 8.65822784810127
10003 = 14.3332682926829
100030 = 20.0645161290323
100031 = 11.567693201627
100032 = 6.39370078740157
100033 = 11.6470588235294
100034 = 9.75873886223441
100035 = 9.98714652956298
100036 = 26.3409448818898
100037 = 10.7111517367459
100038 = 9.7303664921466
100039 = 12.8195615514334
10004 = 170.117233294256
100040 = 10.4796905222437
100041 = 8.98530212302667
100042 = 7.29296527159395
100043 = 6.94605809128631
100044 = 14.5144876325088
100045 = 7.31160572337043
100046 = 36.4364281490242
100047 = 10.1929824561404
100048 = 9.04455445544554
100049 = 8.51351351351351
10005 = 49.2362344582593
100050 = 5.46455379482902
100051 = 13.197628458498
100052 = 18.8609388839681
100053 = 7.65027322404372
100054 = 23.205169628433
100055 = 8.47470817120623
100056 = 7.25709515859766
100057 = 25.7097625329815
100058 = 6.73448275862069
100059 = 12.3918918918919
10006 = 185.877261998426
100060 = 18.3076923076923
100061 = 16.3842281879195
100062 = 10.2264529058116
100063 = 28.5360155743024
100064 = 12.5019455252918
100065 = 12.3112840466926
100066 = 8.32274247491639
100067 = 8.70702455739577
100068 = 14.9286981199007
100069 = 11.8747178329571
10007 = 301.48036493455
100070 = 9.92656286311875
100071 = 33.011673151751
100072 = 5.72207084468665
100073 = 9.3438202247191
100074 = 6.552
100075 = 6.98580121703854
100076 = 14.1818181818182
100077 = 26.2998102466793
100078 = 9.43088334457181
100079 = 14.2807835820896
10008 = 12.9806835066865
100080 = 11.6976127320955
100081 = 11.7087378640777
100082 = 7.25849335302807
100083 = 8.28394473558837
100084 = 24.1441774491682
100085 = 12.6986301369863
100086 = 10.9608938547486
100087 = 8.59008879977084
100088 = 11.8746056782334
100089 = 10.4814159292035
10009 = 21.7249901922322
100090 = 12.7719298245614
100091 = 5.51299936588459
100092 = 6.41793643883326
100093 = 19.5126849894292
100094 = 12.6
100095 = 12.6303127506014
100096 = 10.4584980237154
100097 = 12.1153846153846
100098 = 7.89664650907092
100099 = 6.01004184100418
1001 = 98.7527326440177
10010 = 130.659622641509
100100 = 50.8022206800833
100101 = 7.89327146171694
100102 = 53.6638554216867
100103 = 17.2421052631579
100104 = 8.3130659767141
100105 = 9.17013232514178
100106 = 21.6989164086687
100107 = 7.83475298126065
100108 = 6.75818181818182
100109 = 14.5065789473684
10011 = 80.6627906976744
100110 = 21.0199052132701
100111 = 11.2168214090661
100112 = 12.6985230234579
100113 = 7.92906178489703
100114 = 8.8875
